Name,Native,Status,"Population
Census
2002-10-09","Population
Census
2010-10-14","Population
Estimate
2015-01-01"
Baškortostan [Bashkortostan],Республика Башкортостан,Republic,4104336,4072292,4071987
Abzelilovskij Rajon [Abzelilovsky Raion],Абзелиловский район,District,43262,45551,44795
Agidel' [Agidel],г. Агидель,City,18721,16370,15749
Al'šejevskij Rajon [Alsheyevsky Raion],Альшеевский район,District,48398,43647,39880
Archangel'skij Rajon [Arkhangelsky Raion],Архангельский район,District,20165,18514,17801
Askinskij Rajon [Askinsky Raion],Аскинский район,District,23928,21272,19343
Aurgazinskij Rajon [Aurgazinsky Raion],Аургазинский район,District,38996,36970,34141
Bajmakskij Rajon [Baymaksky Raion],Баймакский район,District,61437,58572,57226
Bakalinskij Rajon [Bakalinsky Raion],Бакалинский район,District,32327,28776,27227
Baltačevskij Rajon [Baltachevsky Raion],Балтачевский район,District,24695,21623,19521
Belebejevskij Rajon [Belebeyevsky Raion],Белебеевский район,District,103196,101896,98751
Belokatajskij Rajon [Belokataysky Raion],Белокатайский район,District,22623,20169,18722
Beloreckij Rajon [Beloretsky Raion],Белорецкий район,District,114334,107248,103708
Birskij Rajon [Birsky Raion],Бирский район,District,59875,61496,64324
Bižbuljakskij Rajon [Bizhbulyaksky Raion],Бижбулякский район,District,27999,26080,23653
Blagovarskij Rajon [Blagovarsky Raion],Благоварский район,District,25770,26004,25629
Blagoveščenskij Rajon [Blagoveshchensky Raion],Благовещенский район,District,48850,49736,49754
Burajevskij Rajon [Burayevsky Raion],Бураевский район,District,28320,25154,22961
Burzjanskij Rajon [Burzyansky Raion],Бурзянский район,District,16839,16698,16465
Buzdjakskij Rajon [Buzdyaksky Raion],Буздякский район,District,31178,30688,28263
Čekmaguševskij Rajon [Chekmagushevsky Raion],Чекмагушевский район,District,33031,30780,29073
Chajbullinskij Rajon [Khaybullinsky Raion],Хайбуллинский район,District,33072,33398,31735
Čišminskij Rajon [Chishminsky Raion],Чишминский район,District,52663,52344,53071
Davlekanovskij Rajon [Davlekanovsky Raion],Давлекановский район,District,42138,42465,40890
Djurtjulinskij Rajon [Dyurtyulinsky Raion],Дюртюлинский район,District,62972,64426,62533
Duvanskij Rajon [Duvansky Raion],Дуванский район,District,32016,31068,30813
Fëdorovskij Rajon [Fyodorovsky Raion],Фёдоровский район,District,19675,18650,17426
Gafurijskij Rajon [Gafuriysky Raion],Гафурийский район,District,36761,33869,32091
Iglinskij Rajon [Iglinsky Raion],Иглинский район,District,45392,49675,55968
Iliševskij Rajon [Ilishevsky Raion],Илишевский район,District,36281,34654,32799
Išimbajskij Rajon [Ishimbaysky Raion],Ишимбайский район,District,95805,91301,89673
Janaul'skij Rajon [Yanaulsky Raion],Янаульский район,District,50770,48134,45856
Jermekejevskij Rajon [Yermekeyevsky Raion],Ермекеевский район,District,18205,17162,16046
Kaltasinskij Rajon [Kaltasinsky Raion],Калтасинский район,District,28881,26268,24391
Karaidel'skij Rajon [Karaidelsky Raion],Караидельский район,District,28294,27945,26049
Karmaskalinskij Rajon [Karmaskalinsky Raion],Кармаскалинский район,District,54585,51504,50190
Kiginskij Rajon [Kiginsky Raion],Кигинский район,District,19825,19137,18007
Krasnokamskij Rajon [Krasnokamsky Raion],Краснокамский район,District,27552,27986,27821
Kugarčinskij Rajon [Kugarchinsky Raion],Кугарчинский район,District,34203,31444,29284
Kujurgazinskij Rajon [Kuyurgazinsky Raion],Куюргазинский район,District,25587,25125,23798
Kumertau,г. Кумертау,City with Environs,69792,67078,65879
Kušnarenkovskij Rajon [Kushnarenkovsky Raion],Кушнаренковский район,District,29344,27491,26919
Mečetlinskij Rajon [Mechetlinsky Raion],Мечетлинский район,District,25604,25032,23726
Meleuzovskij Rajon [Meleuzovsky Raion],Мелеузовский район,District,89940,88549,85238
Mežgorje [Mezhgorye],г. Межгорье,City,19082,17352,16275
Mijakinskij Rajon [Miyakinsky Raion],Миякинский район,District,31789,28224,26340
Miškinskij Rajon [Mishkinsky Raion],Мишкинский район,District,27099,25318,23893
Neftekamsk,г. Нефтекамск,City with Environs,129740,133535,136732
Nurimanovskij Rajon [Nurimanovsky Raion],Нуримановский район,District,21932,20824,20591
Oktjabr'skij [Oktyabrsky],г. Октябрьский,City,108647,109474,112478
Salavat,г. Салават,City,158600,156095,155655
Salavatskij Rajon [Salavatsky Raion],Салаватский район,District,28516,26566,24627
Šaranskij Rajon [Sharansky Raion],Шаранский район,District,24494,22514,21244
Sibaj [Sibay],г. Сибай,City with Environs,60144,63838,63389
Sterlibaševskij Rajon [Sterlibashevsky Raion],Стерлибашевский район,District,22007,20217,18670
Sterlitamak,г. Стерлитамак,City,264362,273486,278678
Sterlitamakskij Rajon [Sterlitamaksky Raion],Стерлитамакский район,District,37699,40325,41633
Tatyšlinskij Rajon [Tatyshlinsky Raion],Татышлинский район,District,26803,25159,23649
Tujmazinskij Rajon [Tuymazinsky Raion],Туймазинский район,District,129467,131225,132129
Učalinskij Rajon [Uchalinsky Raion],Учалинский район,District,75794,73268,71963
Ufa,г. Уфа,City with Environs,1049479,1071640,1115885
Ufimskij Rajon [Ufimsky Raion],Уфимский район,District,56351,67067,79785
Ziančurinskij Rajon [Zianchurinsky Raion],Зианчуринский район,District,30091,27626,26019
Zilairskij Rajon [Zilairsky Raion],Зилаирский район,District,18939,16590,15163
Čuvašija [Chuvashia],Чувашская Республика,Republic,1313754,1251619,1238071
Alatyr' [Alatyr],г. Алатырь,City,43161,38203,36123
Alatyrskij Rajon [Alatyrsky Raion],Алатырский район,District,21630,17244,15405
Alikovskij Rajon [Alikovsky Raion],Аликовский район,District,21745,18282,16636
Batyrevskij Rajon [Batyrevsky Raion],Батыревский район,District,41769,38620,35729
Čeboksarskij Rajon [Cheboksarsky Raion],Чебоксарский район,District,58766,62920,62964
Čeboksary [Cheboksary],г. Чебоксары,City with Environs,452221,464208,484469
Civil'skij Rajon [Tsivilsky Raion],Цивильский район,District,38744,36772,36332
Ibresinskij Rajon [Ibresinsky Raion],Ибресинский район,District,28377,26192,24242
Jadrinskij Rajon [Yadrinsky Raion],Ядринский район,District,34456,29965,27489
Jal'čikskij Rajon [Yalchiksky Raion],Яльчикский район,District,25033,20452,18499
Jantikovskij Rajon [Yantikovsky Raion],Янтиковский район,District,18580,16421,15579
Kanaš [Kanash],г. Канаш,City,50593,45607,45734
Kanašskij Rajon [Kanashsky Raion],Канашский район,District,42623,39708,36819
Komsomol'skij Rajon [Komsomolsky Raion],Комсомольский район,District,27273,26951,25991
Kozlovskij Rajon [Kozlovsky Raion],Козловский район,District,26388,21649,20107
Krasnoarmejskij Rajon [Krasnoarmeysky Raion],Красноармейский район,District,17940,16036,14864
Krasnočetajskij Rajon [Krasnochetaysky Raion],Красночетайский район,District,21117,16941,15571
Mariinsko-Posadskij Rajon [Mariinsko-Posadsky Raion],Мариинско-Посадский район,District,26959,23895,23035
Morgaušskij Rajon [Morgaushsky Raion],Моргаушский район,District,37127,34884,33989
Novočeboksarsk [Novocheboksarsk],г. Новочебоксарск,City with Environs,126210,124392,125162
Poreckij Rajon [Poretsky Raion],Порецкий район,District,17311,13992,13019
Šemuršinskij Rajon [Shemurshinsky Raion],Шемуршинский район,District,16588,14759,13147
Šumerlinskij Rajon [Shumerlinsky Raion],Шумерлинский район,District,13298,10765,9762
Šumerlja [Shumerlya],г. Шумерля,City,36239,31722,30347
Urmarskij Rajon [Urmarsky Raion],Урмарский район,District,28189,25189,23902
Vurnarskij Rajon [Vurnarsky Raion],Вурнарский район,District,41417,35850,33155
Kirov,Кировская область,Province (Oblast),1503529,1341312,1304348
Afanasjevskij Rajon [Afanasyevsky Raion],Афанасьевский район,District,16961,13848,12790
Arbažskij Rajon [Arbazhsky Raion],Арбажский район,District,9647,7328,6296
Belocholunickij Rajon [Belokholunitsky Raion],Белохолуницкий район,District,23232,19890,18155
Bogorodskij Rajon [Bogorodsky Raion],Богородский район,District,6805,5015,4416
Darovskoj Rajon [Darovskoy Raion],Даровской район,District,14990,11829,10622
Falënskij Rajon [Falyonsky Raion],Фалёнский район,District,14713,11138,9721
Jaranskij Rajon [Yaransky Raion],Яранский район,District,33682,26899,24642
Jur'janskij Rajon [Yuryansky Raion],Юрьянский район,District,22893,20128,19346
Kiknurskij Rajon [Kiknursky Raion],Кикнурский район,District,13228,9795,8304
Kil'mezskij Rajon [Kilmezsky Raion],Кильмезский район,District,16132,13086,11799
Kirov,г. Киров,City with Environs,503043,498381,519025
Kirovo-Čepeck [Kirovo-Chepetsk],г. Кирово-Чепецк,City,90303,80921,75002
Kirovo-Čepeckij Rajon [Kirovo-Chepetsky Raion],Кирово-Чепецкий район,District,22193,21317,22230
Kotel'nič [Kotelnich],г. Котельнич,City,28245,24979,24266
Kotel'ničskij Rajon [Kotelnichsky Raion],Котельничский район,District,20507,15799,14314
Kumënskij Rajon [Kumyonsky Raion],Кумёнский район,District,19472,17350,16859
Lebjažskij Rajon [Lebyazhsky Raion],Лебяжский район,District,11176,8700,7707
Luzskij Rajon [Luzsky Raion],Лузский район,District,22599,18688,16602
Malmyžskij Rajon [Malmyzhsky Raion],Малмыжский район,District,32070,26757,24150
Murašinskij Rajon [Murashinsky Raion],Мурашинский район,District,15951,12905,11716
Nagorskij Rajon [Nagorsky Raion],Нагорский район,District,13186,10336,9087
Nemskij Rajon [Nemsky Raion],Немский район,District,9937,7983,7251
Nolinskij Rajon [Nolinsky Raion],Нолинский район,District,25170,20868,20114
Omutninskij Rajon [Omutninsky Raion],Омутнинский район,District,51406,44793,41834
Oparinskij Rajon [Oparinsky Raion],Опаринский район,District,14631,11795,10223
Oričevskij Rajon [Orichevsky Raion],Оричевский район,District,32764,30781,30321
Orlovskij Rajon [Orlovsky Raion],Орловский район,District,16190,12934,12610
Pervomajskij [Pervomaysky],пгт. Первомайский,Urban Settlement,9300,6147,6390
Pižanskij Rajon [Pizhansky Raion],Пижанский район,District,13580,11242,10103
Podosinovskij Rajon [Podosinovsky Raion],Подосиновский район,District,21649,17009,15123
Šabalinskij Rajon [Shabalinsky Raion],Шабалинский район,District,14013,10854,9760
Sančurskij Rajon [Sanchursky Raion],Санчурский район,District,14063,10080,8723
Slobodskoj [Slobodskoy],г. Слободской,City with Environs,37234,34460,33943
Slobodskoj Rajon [Slobodskoy Raion],Слободской район,District,33655,30174,30628
Sovetskij Rajon [Sovetsky Raion],Советский район,District,31840,27302,25715
Sunskij Rajon [Sunsky Raion],Сунский район,District,8636,6784,6143
Svečinskij Rajon [Svechinsky Raion],Свечинский район,District,10229,8517,7578
Tužinskij Rajon [Tuzhinsky Raion],Тужинский район,District,10396,7688,6816
Uninskij Rajon [Uninsky Raion],Унинский район,District,11179,9178,8281
Uržumskij Rajon [Urzhumsky Raion],Уржумский район,District,33959,27075,24850
Verchnekamskij Rajon [Verkhnekamsky Raion],Верхнекамский район,District,39643,32669,29244
Verchošižemskij Rajon [Verkhoshizhemsky Raion],Верхошижемский район,District,10878,9483,9023
Vjatskije Poljany [Vyatskiye Polyany],г. Вятские Поляны,City,40282,35162,33338
Vjatskopoljanskij Rajon [Vyatskopolyansky Raion],Вятскополянский район,District,34044,30659,28669
Zujevskij Rajon [Zuyevsky Raion],Зуевский район,District,27823,22586,20619
Marij Èl [Mari El],Республика Марий Эл,Republic,727979,696459,687435
Gornomarijskij Rajon [Gornomariysky Raion],Горномарийский район,District,29203,25869,23027
Joškar-Ola [Yoshkar-Ola],г. Йошкар-Ола,City with Environs,281165,259256,274140
Jurinskij Rajon [Yurinsky Raion],Юринский район,District,11487,8758,7896
Kilemarskij Rajon [Kilemarsky Raion],Килемарский район,District,14130,13604,12505
Koz'modem'jansk [Kozmodemyansk],г. Козьмодемьянск,City,22771,21257,20682
Kuženerskij Rajon [Kuzhenersky Raion],Куженерский район,District,16210,14556,13433
Mari-Turekskij Rajon [Mari-Tureksky Raion],Мари-Турекский район,District,25577,23155,20606
Medvedevskij Rajon [Medvedevsky Raion],Медведевский район,District,53848,67703,67620
Morkinskij Rajon [Morkinsky Raion],Моркинский район,District,35443,32403,29226
Novotor''jal'skij Rajon [Novotoryalsky Raion],Новоторъяльский район,District,18543,17124,15414
Oršanskij Rajon [Orshansky Raion],Оршанский район,District,15832,15139,14207
Paran'ginskij Rajon [Paranginsky Raion],Параньгинский район,District,17847,16307,14913
Sernurskij Rajon [Sernursky Raion],Сернурский район,District,25280,25672,24031
Sovetskij Rajon [Sovetsky Raion],Советский район,District,31403,31081,29746
Volžsk [Volzhsk],г. Волжск,City,58967,55659,54701
Volžskij Rajon [Volzhsky Raion],Волжский район,District,24006,23940,22134
Zvenigovskij Rajon [Zvenigovsky Raion],Звениговский район,District,46267,44976,43154
Mordovija [Mordovia],Республика Мордовия,Republic,888766,834755,808888
Ardatovskij Rajon [Ardatovsky Raion],Ардатовский район,District,31565,29446,26689
Atjaševskij Rajon [Atyashevsky Raion],Атяшевский район,District,22889,20161,18311
Atjurjevskij Rajon [Atyuryevsky Raion],Атюрьевский район,District,12151,10952,9062
Bol'šebereznikovskij Rajon [Bolshebereznikovsky Raion],Большеберезниковский район,District,15584,14072,13005
Bol'šeignatovskij Rajon [Bolsheignatovsky Raion],Большеигнатовский район,District,9483,8313,7463
Čamzinskij Rajon [Chamzinsky Raion],Чамзинский район,District,33871,31639,30932
Dubenskij Rajon [Dubensky Raion],Дубенский район,District,16366,13851,12516
Ičalkovskij Rajon [Ichalkovsky Raion],Ичалковский район,District,22835,20582,19050
Insarskij Rajon [Insarsky Raion],Инсарский район,District,15909,14098,13065
Jel'nikovskij Rajon [Yelnikovsky Raion],Ельниковский район,District,13359,11995,10545
Kadoškinskij Rajon [Kadoshkinsky Raion],Кадошкинский район,District,9484,7970,7253
Kočkurovskij Rajon [Kochkurovsky Raion],Кочкуровский район,District,11829,10794,10292
Kovylkinskij Rajon [Kovylkinsky Raion],Ковылкинский район,District,47414,43870,40909
Krasnoslobodskij Rajon [Krasnoslobodsky Raion],Краснослободский район,District,28703,26406,24362
